unitid,instnm,domain,source,status
488989,Paul Mitchell the School-Clear Lake,paulmitchell.edu,google,ok
488998,Paul Mitchell the School-Nampa,paulmitchell.edu,google,ok
489122,Academy of Beauty Professionals,academyofbeautyprofessionals.com,google,ok
489131,Academy of Beauty Professionals,academyofbeautyprofessionals.com,google,ok
489140,Academy of Beauty Professionals,academyofbeautyprofessionals.com,google,ok
489159,Kenneth Shuler School of Cosmetology-Goose Creek,kennethshuler.com,google,ok
489201,Clovis Community College,cloviscollege.edu,placeholder,ok
489238,Boca Beauty Academy-Parkland,bocabeautyacademy.edu,google,ok
489247,American Beauty Academy-West Valley Campus,americanbeautyutah.com,google,ok
489256,Caribbean Aviation Training Institute Inc,caribav.com,google,ok
489283,The College of Health Care Professions-McAllen Campus,chcp.edu,google,ok
489335,Institute of Buddhist Studies,shin-ibs.edu,google,ok
489344,Chamberlain University-North Carolina,chamberlain.edu,google,ok
489353,Chamberlain University-California,chamberlain.edu,google,ok
489371,Spartan College of Aeronautics and Technology,spartan.edu,google,ok
489779,Purdue University Global,purdueglobal.edu,google,ok
489812,Pima Medical Institute-Dillon,pmi.edu,google,ok
489830,Arthur's Beauty College,arthursbeautycollege.com,placeholder,ok
489858,West Coast University-Center for Graduate Studies,westcoastuniversity.edu,google,ok
489937,Carolina University,carolinau.edu,google,ok
490018,National Personal Training Institute-Tampa,nptiflorida.edu,placeholder,ok
490045,Presbyterian Theological Seminary in America,ptsa.edu,google,ok
490054,HCI College,hci.edu,placeholder,ok
490081,America Evangelical University,aeu.edu,placeholder,ok
490090,Gadsden Technical College,gadsdentech.org,placeholder,ok
490106,Virginia University of Integrative Medicine,vuim.edu,google,ok
490115,Nashville Film Institute,nfi.edu,placeholder,ok
490124,Los Angeles Academy of Figurative Art,laafa.edu,placeholder,ok
490133,Westcliff University,westcliff.edu,google,ok
490142,World Class Academy of Beauty Careers,worldclassacademybeautycareers.com,google,ok
490151,Allied Health Careers Institute,ahci.edu,google,ok
490160,Sacramento Ultrasound Institute,sui.edu,placeholder,ok
490197,Regan Career Institute,rci.edu,google,ok
490203,Bolivar Technical College,bolivarcollege.edu,google,ok
490221,MAK Beauty Institute,makbeautyinstitute.com,google,ok
490230,Reformed University,runiv.edu,google,ok
490249,Mobile Technical Training,mobiletechtraining.com,placeholder,ok
490258,American Barber and Beauty Academy,americanbarberbeauty.com,google,ok
490267,Master's Barber & Styling College,mastersbarbercollege.edu,google,ok
490276,Yeshiva Shaar Ephraim,shaarephraim.org,placeholder,ok
490285,California Institute of Arts & Technology,ciat.edu,google,ok
490294,"Elite Cosmetology, Barber & Spa Academy",elitecbsacademy.com,google,ok
490300,Cutting Edge Academy,cuttingedgeacademynj.com,placeholder,ok
490319,Yeshiva Bais Aharon,yeshivabaisaharon.com,duckduckgo,ok
490328,Mechon L'hoyroa,mechonlhoyroa.com,duckduckgo,ok
490346,Elyon College,elyon.edu,google,ok
490373,Western Michigan University Homer Stryker M.D. School of Medicine,wmed.edu,google,ok
490382,Harmony Health Care Institute,harmony-health.org,placeholder,ok
490391,American Beauty and Trade School,americanbeautyschools.com,google,ok
490407,Hogan Institute of Cosmetology and Esthetics,hoganice.edu,google,ok
490416,J's Barber College,jsbarbercollege.com,google,ok
490425,Ann Webb Skin Institute,awskininstitute.com,google,ok
490434,Apex Academy Hair Skin Nails School of Cosmetology,apexacademy2013.com,google,ok
490443,The Esthetic Institute,estheticinstitute.com,google,ok
490470,Massage Institute of Memphis,themassageinstitute.com,placeholder,ok
490489,Metro Detroit Barber College,mdbcollege.org,placeholder,ok
490498,Digital Media Institute,dmi.edu,google,ok
490504,Yeshiva Ohr Naftoli,yeshivaohrnaftoli.com,duckduckgo,ok
490513,Bais Medrash Mayan Hatorah,baismedrashmayanhatorah.com,duckduckgo,ok
490522,Allgood Beauty Institute,allgoodbeauty.com,google,ok
490531,Ray J's College of Hair,rayjscollegeofhair.info,google,ok
490674,Manuel and Theresa's School of Hair Design,manuelandtheresasschoolofhair.com,google,ok
490692,Cincinnati School of Barbering & Hair Design,cincinnatischoolofbarbering.com,google,ok
490717,L Makeup Institute,lmi.edu,google,ok
490735,Peloton College,pelotoncollege.edu,google,ok
490744,Northern Technical College,northerntechnicalcolleges.com,google,ok
490753,Maine Media College,mainemedia.edu,google,ok
490805,Purdue University Northwest,pnw.edu,google,ok
490814,Ross Medical Education Center-Portage,rosseducation.edu,google,ok
490832,Ross College-Canton,rosseducation.edu,google,ok
490841,Ross College-Grand Rapids North,rosseducation.edu,google,ok
490869,American Institute-Somerset,americaninstitute.edu,google,ok
490878,Platt College-Anaheim,plattcollege.edu,google,ok
490896,Advantage Career Institute,aci.edu,google,ok
490948,Bull City Durham Beauty and Barber College,bullcitybarbercollege.com,google,ok
490975,Fortis College-Cutler Bay,fortis.edu,placeholder,ok
491057,Yeshiva Kollel Tifereth Elizer,yeshivakolleltiferethelizer.com,duckduckgo,ok
491066,Strand Institute of Beauty & Esthetics,thestrandinstitute.edu,google,ok
491075,Arkansas Welding Academy,arkansasweldingacademy.edu,google,ok
491084,Unitech Training Academy-Baton Rouge,unitechta.edu,google,ok
491136,Empire Beauty School-Tampa,empire.edu,placeholder,ok
491145,Empire Beauty School-Lakeland,empire.edu,placeholder,ok
491181,Galen College of Nursing-ARH,galencollege.edu,google,ok
491190,The Chicago School at San Diego,thechicagoschool.edu,duckduckgo,ok
491215,Commercial Divers International,commercialdiversinternational.edu,google,ok
491224,Tricoci University of Beauty Culture-Janesville,tricociuniversity.edu,google,ok
491233,Unlimited Cosmetology School,unlmtdcosmetologyschoolms.com,google,ok
491242,Johnny Matthew's Hairdressing Training School,johnnymatthews.com,placeholder,ok
491251,The Culinary School of Fort Worth,csftw.edu,google,ok
491260,Centralia Beauty College,centraliabeautycollege.com,google,ok
491288,University of Wisconsin-Milwaukee Flex,flex.wisconsin.edu,google,ok
491297,University of Wisconsin-Parkside Flex,flex.wisconsin.edu,google,ok
491394,Miller-Motte College-STVT-Arlington,stvt.edu,duckduckgo,ok
491446,Bnos Zion Of Bobov Seminary,bnoszionbobov.com,duckduckgo,ok
491464,ABC Adult School,abcadultschool.edu,google,ok
491473,Polytech Adult Education,polytechworks.com,google,ok
491507,California Institute of Medical Science,cims.edu,google,ok
491525,Union Bible College,ubca.org,placeholder,ok
491534,Pets Playground Grooming School,petsplayground.edu,google,ok
491543,San Bernardino Beauty College,sbbcbeautycollege.com,placeholder,ok
491552,Christina and Company Education Center,ccedcenter.com,google,ok
491570,Institute of Medical Ultrasound,imu.edu,google,ok
491589,Mystros Barber Academy,mystrosbarberacademy.org,google,ok
491598,European Medical School of Massage,emsom.edu,google,ok
491613,Yeshiva Gedolah Tiferes Boruch,yeshivagedolahtiferesboruch.com,duckduckgo,ok
491622,Yeshiva Chemdas Hatorah,yeshivachemdashatorah.com,duckduckgo,ok
491631,Women's Institute of Torah Seminary and College,wits.edu,google,ok
491640,Yeshiva Gedolah Keren Hatorah,yeshivagedolahkerenhatorah.com,duckduckgo,ok
491659,ICOHS College,icohs.edu,google,ok
491668,Neo-Esthetique European Institute,institutoneo.com,google,ok
491677,Lehigh Valley Barber School,lehighvalleybarberschool.com,google,ok
491686,International Barber College,internationalbarber.net,google,ok
491695,Brown Beauty Barber School,brownbeautybarberschool.edu,google,ok
491701,Rexburg College of Massage Therapy,rexburgcmt.com,google,ok
491710,Yeshiva Gedolah of Cliffwood,yeshivagedolahcliffwood.com,duckduckgo,ok
491729,Goshen School of Cosmetology,,google-favicon-256-websearch-domain,ok
491738,IBS School of Cosmetology and Massage,ibs-hi.com,google,ok
491747,UR Beauty & Barber Academy,urbeautybarberacademy.com,placeholder,ok
491756,Urban Barber College,urbanbarbercollege.com,google,ok
491765,Yeshivas Emek Hatorah,yeshivasemekhatorah.com,duckduckgo,ok
491774,Transitions Career Institute School of Nursing,tcilpn.org,google,ok
491783,Wilton Simpson Technical College,hernandoschools.org,duckduckgo,ok
491792,Stacey James Institute,staceyjamesinstitute.com,google,ok
491808,Meridian University,meridianuniversity.edu,google,ok
491817,Seminary Bnos Chaim,seminarybnoschaim.com,placeholder,ok
491826,"Avenue Academy, A Cosmetology Institute",theavenueacademy.com,google,ok
491835,Salon Professional Academy of San Antonio,tspasanantonio.com,google,ok
491844,Red Lake Nation College,rlnc.education,google,ok
491853,Princess Institute of Beauty,piofb.com,placeholder,ok
491871,Vogue International Academy,vogueinternationalacademy.com,placeholder,ok
491880,Independent Training & Apprenticeship Program,itap.edu,google,ok
491899,Victory Career College,victorycareercollege.edu,google,ok
491905,Winonah's International School of Cosmetology,winonah.net,google,ok
491914,Yeshiva Gedola Tiferes Yerachmiel,yeshivagedolatiferesyerachmiel.com,google,ok
491923,Southeastern Esthetics Institute,seestheticsinstitute.com,google,ok
491932,Installer Institute,,google-favicon-256-websearch-domain,ok
491941,Caris College,cariscollege.edu,google,ok
491950,Contra Costa Medical Career College,ccmcc.edu,google,ok
491978,Another Level Barbering and Cosmetology School,albcschool.edu,google,ok
491996,The Salon Professional Academy-Georgetown,tspageorgetown.com,google,ok
492005,Elite Academy of Hair Design,eliteacademyofhairdesign.com,google,ok
492023,Americare Technical School,americaretech.com,google,ok
492069,Champion Christian College,champion.edu,google,ok
492078,Chicago Professional Center,chicagoprofessionalcenter.com,google,ok
492096,D&S School of Cosmetology,dandsschoolofcosmetology.com,placeholder,ok
492139,DSDT,dsdt.edu,google,ok
492148,Elite Beauty College,ebcollege.net,google,ok
492209,Reiss-Davis Graduate School,reissdavis.edu,google,ok
492263,The University of Tennessee System Office,tennessee.edu,google,ok
492281,GoodFellas Barber College,gfbc.edu,google,ok
492306,Escondido Adult School,escondidoadultschool.org,google,ok
492315,Poway Adult School,powayadultschool.com,google,ok
492324,Vista Adult School,vistaadultschool.org,google,ok
492360,The Salon Professional Academy-Delray Beach,tspadelraybeach.com,google,ok
492421,No Grease Barber School,nogreasebarberschool.com,google,ok
492449,Pima Medical Institute-San Marcos,pmi.edu,google,ok
492476,EDP University of Puerto Rico-Villalba,edpuniversity.edu,google,ok
492607,The Chicago School at Dallas,thechicagoschool.edu,duckduckgo,ok
492643,American Massage & Bodywork Institute,,placeholder,ok
492652,KCK Beauty & Barber Academy,kckbbacademy.org,placeholder,ok
492661,California College of Barbering and Cosmetology,calcbc.com,google,ok
492689,Texas Tech University Health Sciences Center-El Paso,elpaso.ttuhsc.edu,wikipedia,ok
492704,Ponce Health Sciences University-Centro Universitario de San Juan,psm.edu,google,ok
492722,The College of Health Care Professions-South San Antonio,chcp.edu,google,ok
492731,Innovate Salon Academy,innovatesalonacademy.com,google,ok
492759,Chamberlain University-Louisiana,chamberlain.edu,google,ok
492801,Drury University-College of Continuing Professional Studies,drury.edu,google,ok
492935,Global Medical & Technical Training Institute,gmtti.edu,placeholder,ok
492953,Salon Success Academy-West Covina,salonsuccessacademy.com,google,ok
492962,Indiana Institute of Technology-College of Professional Studies,cps.indianatech.edu,google,ok
493071,Advantage Technical College,adtecpr.com,google,ok
493080,Institute of Culinary Education,ice.edu,google,ok
493132,Universal Technical Institute-Bloomfield,uti.edu,google,ok
493150,Gould's Academy,gouldsacademy.com,google,ok
493363,Institute of Lutheran Theology,ilt.edu,google,ok
493372,Urban Academy of Beauty,paulmitchell.edu,google,ok
493451,WellSpring School of Allied Health-Springfield,wellspring.edu,google,ok
493479,Medical Career College of Northern California,medicalcareercollege.edu,google,ok
493488,Premiere International College,picollege.edu,google,ok
493512,San Diego Global Knowledge University,sdgku.edu,google,ok
493521,Global Tech College,globaltech.edu,google,ok
493530,Crown Cutz Academy Bristol,bristolschoolofhairdesign.com,placeholder,ok
493549,McAllen Careers Institute,mcallencareersinstitute.edu,placeholder,ok
493558,Central Pennsylvania Diesel Institute,,google-favicon-256,ok
493567,Bellasa Professional Institute,bellasa.edu,placeholder,ok
493576,PMCA Pittsburgh Multicultural Cosmetology Academy,pmcapgh.com,google,ok
493585,Health and Technology Training Institute,httiphila.org,google,ok
493594,Yeshiva of Ocean,yeshivaofocean.com,google,ok
493600,Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,yeshivaaleksander.org,google,ok
493619,Young Americans College of the Performing Arts,yacollege.edu,placeholder,ok
493628,Pro Beauty Academy,probeautyacademy.com,google,ok
493637,South Eastern Beauty Academy,southeasternbeauty.com,google,ok
493646,Ohel Margulia Seminary,ohelmarguliaseminary.com,google,ok
493655,Montana Barber Institute,montanabarberinstitute.com,google,ok
493664,Yeshivat Hechal Shemuel,hechalshemuel.com,google,ok
493673,Professional University Dr. Carlos J. Borrero Rios,upcjbr.university,google,ok
493682,American Institute of Healthcare & Technology,aiht.edu,google,ok
493691,Premier Academy of Cosmetology,premiercosmo.com,google,ok
493707,Yeshiva Gedolah of Woodlake Village,yeshivaohrzechariah.com,google,ok
493716,Yeshiva Gedola Tiferes Yaakov Yitzchok,yeshivatyy.com,google,ok
493743,Houston Barber School,htxbarberschool.com,placeholder,ok
493752,Health-Tech Institute of Memphis,htim.edu,placeholder,ok
493761,MIXED Institute of Cosmetology & Barber,mixed.institute,google,ok
493770,Vski Cosmetology School,vskicosmetology.com,google,ok
493798,New York Seminary,thenyseminary.com,google,ok
493804,Deluxe Barber College,deluxebarbercollege.com,google,ok
493813,Falcon Institute of Health and Science,falconihs.com,google,ok
493822,College Unbound,collegeunbound.edu,google,ok
493831,Midwest Barber College,midwestbarbercollege.com,google,ok
493868,A Better U Beauty Barber Academy,abuacademy.com,google,ok
493895,SANS Technology Institute,sans.edu,google,ok
493910,Tuana European Beauty Academy,tuanaacademy.com,google,ok
493947,Idaho College of Osteopathic Medicine,icom.edu,google,ok
493956,Cal Northern School of Law,calnorthern.edu,google,ok
